Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
29		0.9867		0.9503		0.0000		0.2795		0.00043653
30		1.0005		0.8715		0.0000		0.3047		0.00043425
31		0.9923		0.8528		0.0000		0.2873		0.00043196
32		1.0613		0.9505		0.0000		0.2570		0.00042968
33		0.9839		0.9629		0.0000		0.2462		0.00042739
34		0.9396		0.8164		0.0000		0.2959		0.00042510
35		0.8928		0.7862		0.0000		0.3067		0.00042281
36		0.9169		0.7796		0.0000		0.3192		0.00042051
37		0.8664		0.7703		0.0000		0.3184		0.00041822
38		0.8503		0.7970		0.0000		0.3100		0.00041592
39		0.8471		0.7292		0.0000		0.3334		0.00041362
40		0.7933		0.7062		0.0000		0.3346		0.00041133
41		0.7887		0.7003		0.0000		0.3417		0.00040903
42		0.7581		0.6875		0.0000		0.3477		0.00040672
43		0.7680		0.6700		0.0000		0.3482		0.00040442
44		0.7615		0.6677		0.0000		0.3549		0.00040212
45		0.7191		0.6442		0.0000		0.3598		0.00039981
46		0.7298		0.6454		0.0000		0.3626		0.00039750
47		0.7191		0.6445		0.0000		0.3511		0.00039520
48		0.7044		0.6181		0.0000		0.3630		0.00039288
49		0.6963		0.6613		0.0000		0.3523		0.00039057
50		0.6804		0.6029		0.0000		0.3692		0.00038826
51		0.6638		0.5756		0.0000		0.3777		0.00038594
52		0.6486		0.5728		0.0000		0.3769		0.00038363
53		0.6500		0.5735		0.0000		0.3775		0.00038131
54		0.6364		0.5610		0.0000		0.3861		0.00037899
55		0.6294		0.5522		0.0000		0.3808		0.00037667
56		0.6157		0.5488		0.0000		0.3813		0.00037435
57		0.6039		0.5444		0.0000		0.3829		0.00037202
58		0.6088		0.5365		0.0000		0.3849		0.00036970
59		0.5994		0.5292		0.0000		0.3877		0.00036737
60		0.6097		0.5364		0.0000		0.3810		0.00036504
61		0.5990		0.5630		0.0000		0.3828		0.00036271
62		0.5960		0.5273		0.0000		0.3919		0.00036038
63		0.5727		0.5099		0.0000		0.3936		0.00035804
64		0.5787		0.5161		0.0000		0.3852		0.00035571
65		0.5730		0.5104		0.0000		0.3912		0.00035337
66		0.5616		0.4952		0.0000		0.3938		0.00035103
67		0.5553		0.4918		0.0000		0.3933		0.00034869
68		0.5660		0.4866		0.0000		0.4010		0.00034635
69		0.5578		0.4957		0.0000		0.3976		0.00034400
70		0.5445		0.4782		0.0000		0.3977		0.00034165
71		0.5349		0.4759		0.0000		0.4026		0.00033931
72		0.5273		0.4705		0.0000		0.3989		0.00033696
73		0.5205		0.4631		0.0000		0.4065		0.00033460
74		0.5223		0.4710		0.0000		0.4076		0.00033225
75		0.5222		0.4589		0.0000		0.4073		0.00032990
76		0.5005		0.4577		0.0000		0.4076		0.00032754
77		0.5036		0.4550		0.0000		0.4067		0.00032518
78		0.4921		0.4529		0.0000		0.4054		0.00032282
79		0.4933		0.4478		0.0000		0.4119		0.00032045
80		0.4989		0.4536		0.0000		0.4090		0.00031809
81		0.4880		0.4492		0.0000		0.4129		0.00031572
82		0.4851		0.4345		0.0000		0.4150		0.00031335
83		0.4794		0.4283		0.0000		0.4229		0.00031098
84		0.4738		0.4261		0.0000		0.4169		0.00030861
85		0.4657		0.4241		0.0000		0.4148		0.00030624
86		0.4681		0.4196		0.0000		0.4216		0.00030386
87		0.4676		0.4192		0.0000		0.4202		0.00030148
88		0.4628		0.4218		0.0000		0.4161		0.00029910
89		0.4703		0.4139		0.0000		0.4189		0.00029671
90		0.4581		0.4155		0.0000		0.4241		0.00029433
91		0.4561		0.4091		0.0000		0.4224		0.00029194
92		0.4710		0.4147		0.0000		0.4245		0.00028955
93		0.4403		0.4085		0.0000		0.4207		0.00028716
94		0.4402		0.4013		0.0000		0.4239		0.00028477
95		0.4477		0.4020		0.0000		0.4252		0.00028237
96		0.4338		0.3957		0.0000		0.4301		0.00027997
97		0.4333		0.3955		0.0000		0.4284		0.00027757
98		0.4313		0.3971		0.0000		0.4297		0.00027517
99		0.4317		0.3894		0.0000		0.4266		0.00027276
100		0.4369		0.3964		0.0000		0.4230		0.00027035
101		0.4405		0.3964		0.0000		0.4230		0.00026794
102		0.4218		0.3862		0.0000		0.4334		0.00026553
103		0.4317		0.3813		0.0000		0.4307		0.00026312
104		0.4231		0.3890		0.0000		0.4316		0.00026070
105		0.4244		0.3789		0.0000		0.4345		0.00025828
106		0.4151		0.3806		0.0000		0.4268		0.00025586
107		0.4200		0.3803		0.0000		0.4354		0.00025343
108		0.4184		0.3786		0.0000		0.4357		0.00025100
109		0.4092		0.3714		0.0000		0.4385		0.00024857
110		0.4024		0.3713		0.0000		0.4414		0.00024614
111		0.4097		0.3674		0.0000		0.4377		0.00024370
112		0.4080		0.3734		0.0000		0.4321		0.00024126
113		0.3987		0.3616		0.0000		0.4414		0.00023882
114		0.4022		0.3673		0.0000		0.4384		0.00023638
115		0.4021		0.3623		0.0000		0.4364		0.00023393
116		0.4025		0.3602		0.0000		0.4416		0.00023148
117		0.3984		0.3597		0.0000		0.4383		0.00022903
118		0.3935		0.3568		0.0000		0.4362		0.00022658
119		0.3882		0.3503		0.0000		0.4474		0.00022412
120		0.3907		0.3506		0.0000		0.4440		0.00022166
121		0.3882		0.3507		0.0000		0.4442		0.00021919
122		0.3966		0.3513		0.0000		0.4424		0.00021672
123		0.3867		0.3520		0.0000		0.4418		0.00021425
124		0.3827		0.3479		0.0000		0.4513		0.00021178
125		0.4000		0.3652		0.0000		0.4511		0.00020930
126		0.4384		0.3864		0.0000		0.4334		0.00020682
127		0.4233		0.3719		0.0000		0.4400		0.00020434
128		0.4304		0.4046		0.0000		0.4229		0.00020185
129		0.4270		0.3651		0.0000		0.4424		0.00019936
130		0.4020		0.3608		0.0000		0.4430		0.00019687
131		0.3863		0.3475		0.0000		0.4511		0.00019437
132		0.3858		0.3422		0.0000		0.4485		0.00019187
133		0.3783		0.3357		0.0000		0.4494		0.00018937
134		0.3742		0.3394		0.0000		0.4459		0.00018686
135		0.3701		0.3355		0.0000		0.4486		0.00018435
136		0.3697		0.3310		0.0000		0.4559		0.00018183
137		0.3591		0.3303		0.0000		0.4552		0.00017931
138		0.3550		0.3298		0.0000		0.4543		0.00017679
139		0.3595		0.3237		0.0000		0.4564		0.00017426
140		0.3558		0.3238		0.0000		0.4621		0.00017173
141		0.3595		0.3207		0.0000		0.4593		0.00016919
142		0.3555		0.3213		0.0000		0.4623		0.00016665
143		0.3601		0.3231		0.0000		0.4611		0.00016411
144		0.3545		0.3250		0.0000		0.4568		0.00016156
145		0.3484		0.3199		0.0000		0.4627		0.00015901
146		0.3501		0.3210		0.0000		0.4628		0.00015645
147		0.3477		0.3140		0.0000		0.4631		0.00015389
148		0.3556		0.3166		0.0000		0.4595		0.00015132
149		0.3510		0.3139		0.0000		0.4654		0.00014875
150		0.3458		0.3127		0.0000		0.4622		0.00014617
151		0.3436		0.3152		0.0000		0.4673		0.00014359
152		0.3427		0.3090		0.0000		0.4663		0.00014100
153		0.3391		0.3101		0.0000		0.4634		0.00013841
154		0.3428		0.3070		0.0000		0.4703		0.00013581
155		0.3440		0.3077		0.0000		0.4665		0.00013321
156		0.3481		0.3086		0.0000		0.4627		0.00013060
157		0.3321		0.3036		0.0000		0.4664		0.00012798
158		0.3313		0.3042		0.0000		0.4684		0.00012536
159		0.3365		0.3057		0.0000		0.4700		0.00012273
160		0.3384		0.3028		0.0000		0.4703		0.00012010
161		0.3304		0.3019		0.0000		0.4697		0.00011746
162		0.3299		0.2994		0.0000		0.4696		0.00011482
163		0.3323		0.2993		0.0000		0.4741		0.00011216
164		0.3279		0.2982		0.0000		0.4691		0.00010950
165		0.3286		0.2982		0.0000		0.4680		0.00010684
166		0.3295		0.2971		0.0000		0.4755		0.00010416
167		0.3282		0.2956		0.0000		0.4724		0.00010148
168		0.3337		0.2979		0.0000		0.4675		0.00009879
169		0.3240		0.2950		0.0000		0.4697		0.00009609
170		0.3223		0.2947		0.0000		0.4699		0.00009338
171		0.3216		0.2938		0.0000		0.4722		0.00009067
172		0.3228		0.2935		0.0000		0.4729		0.00008794
173		0.3152		0.2915		0.0000		0.4744		0.00008521
174		0.3212		0.2902		0.0000		0.4736		0.00008247
175		0.3254		0.2886		0.0000		0.4764		0.00007971
176		0.3217		0.2895		0.0000		0.4719		0.00007695
177		0.3235		0.2908		0.0000		0.4704		0.00007417
178		0.3235		0.2895		0.0000		0.4785		0.00007138
179		0.3222		0.2910		0.0000		0.4705		0.00006858
180		0.3183		0.2872		0.0000		0.4780		0.00006577
181		0.3173		0.2868		0.0000		0.4761		0.00006295
182		0.3212		0.2864		0.0000		0.4793		0.00006011
183		0.3111		0.2871		0.0000		0.4749		0.00005725
184		0.3141		0.2863		0.0000		0.4736		0.00005438
185		0.3111		0.2869		0.0000		0.4760		0.00005149
186		0.3149		0.2867		0.0000		0.4763		0.00004859
187		0.3112		0.2840		0.0000		0.4759		0.00004566
188		0.3100		0.2843		0.0000		0.4761		0.00004272
189		0.3163		0.2832		0.0000		0.4743		0.00003975
190		0.3101		0.2816		0.0000		0.4805		0.00003675
191		0.3084		0.2835		0.0000		0.4798		0.00003373
192		0.3135		0.2819		0.0000		0.4796		0.00003068
193		0.3069		0.2821		0.0000		0.4741		0.00002759
194		0.3128		0.2809		0.0000		0.4774		0.00002447
195		0.3087		0.2811		0.0000		0.4763		0.00002130
196		0.3048		0.2810		0.0000		0.4764		0.00001808
197		0.3032		0.2803		0.0000		0.4790		0.00001479
198		0.3071		0.2798		0.0000		0.4772		0.00001141
199		0.3057		0.2801		0.0000		0.4782		0.00000792
200		0.3099		0.2799		0.0000		0.4788		0.00000425
1		1.7336		1.5892		0.0000		0.1139		0.00050000
2		1.3451		1.4695		0.0000		0.1330		0.00049775
3		1.2355		1.3951		0.0000		0.1485		0.00049550
4		1.1759		1.2509		0.0000		0.1676		0.00049324
5		1.1394		1.4276		0.0000		0.1401		0.00049099
6		1.1112		1.3485		0.0000		0.1541		0.00048874
7		1.0886		1.2776		0.0000		0.1662		0.00048648
8		1.0683		1.2567		0.0000		0.1657		0.00048422
9		1.0543		1.2696		0.0000		0.1698		0.00048196
10		1.0412		1.2584		0.0000		0.1719		0.00047970
11		1.0313		1.2808		0.0000		0.1663		0.00047744
12		1.0211		1.2624		0.0000		0.1732		0.00047518
13		1.0127		1.1790		0.0000		0.1824		0.00047292
14		1.0047		1.1625		0.0000		0.1874		0.00047065
15		0.9985		1.1898		0.0000		0.1823		0.00046839
16		0.9921		1.3719		0.0000		0.1592		0.00046612
17		0.9867		1.2221		0.0000		0.1798		0.00046385
18		0.9811		1.2730		0.0000		0.1729		0.00046158
19		0.9760		1.1909		0.0000		0.1879		0.00045931
20		0.9714		1.2984		0.0000		0.1742		0.00045704
21		0.9669		1.1665		0.0000		0.1828		0.00045477
22		0.9626		1.2286		0.0000		0.1798		0.00045249
23		0.9597		1.1345		0.0000		0.1930		0.00045022
24		0.9545		1.1925		0.0000		0.1839		0.00044794
25		0.9538		1.1741		0.0000		0.1859		0.00044566
26		0.9467		1.2023		0.0000		0.1794		0.00044338
27		0.9448		1.1747		0.0000		0.1868		0.00044110
28		0.9404		1.2036		0.0000		0.1822		0.00043882
29		0.9392		1.2041		0.0000		0.1843		0.00043653
30		0.9356		1.2412		0.0000		0.1892		0.00043425
31		0.9321		1.1478		0.0000		0.1956		0.00043196
32		0.9319		1.1314		0.0000		0.1884		0.00042968
33		0.9290		1.1063		0.0000		0.1991		0.00042739
34		0.9275		1.1695		0.0000		0.1878		0.00042510
35		0.9234		1.1251		0.0000		0.1970		0.00042281
36		0.9210		1.2143		0.0000		0.1866		0.00042051
37		0.9186		1.1204		0.0000		0.1943		0.00041822
38		0.9155		1.1527		0.0000		0.1920		0.00041592
39		0.9152		1.1285		0.0000		0.1946		0.00041362
40		0.9100		1.2338		0.0000		0.1893		0.00041133
41		0.9115		1.1784		0.0000		0.1955		0.00040903
42		0.9072		1.1784		0.0000		0.1904		0.00040672
43		0.9081		1.1389		0.0000		0.2000		0.00040442
44		0.9046		1.1225		0.0000		0.1950		0.00040212
45		0.9011		1.1664		0.0000		0.1925		0.00039981
46		0.8988		1.1773		0.0000		0.1940		0.00039750
47		0.8953		1.2608		0.0000		0.1844		0.00039520
48		0.8952		1.1891		0.0000		0.1892		0.00039288
49		0.8927		1.1946		0.0000		0.1914		0.00039057
50		0.8912		1.2038		0.0000		0.1855		0.00038826
51		0.8885		1.2303		0.0000		0.1912		0.00038594
52		0.8867		1.1922		0.0000		0.1934		0.00038363
53		0.8856		1.1779		0.0000		0.1939		0.00038131
54		0.8839		1.1063		0.0000		0.2071		0.00037899
55		0.8832		1.1497		0.0000		0.2012		0.00037667
56		0.8794		1.1521		0.0000		0.1974		0.00037435
57		0.8812		1.1591		0.0000		0.2004		0.00037202
58		0.8773		1.1835		0.0000		0.1972		0.00036970
59		0.8758		1.1507		0.0000		0.1953		0.00036737
60		0.8737		1.1561		0.0000		0.2013		0.00036504
61		0.8725		1.1305		0.0000		0.2061		0.00036271
62		0.8712		1.1864		0.0000		0.2005		0.00036038
63		0.8693		1.1183		0.0000		0.2026		0.00035804
64		0.8669		1.1449		0.0000		0.2011		0.00035571
65		0.8651		1.1307		0.0000		0.2046		0.00035337
66		0.8643		1.1088		0.0000		0.2072		0.00035103
67		0.8620		1.1570		0.0000		0.2022		0.00034869
68		0.8621		1.1105		0.0000		0.2070		0.00034635
69		0.8593		1.1579		0.0000		0.1976		0.00034400
70		0.8587		1.1333		0.0000		0.1996		0.00034165
71		0.8563		1.1088		0.0000		0.2062		0.00033931
72		0.8535		1.1642		0.0000		0.2023		0.00033696
73		0.8530		1.1630		0.0000		0.2015		0.00033460
74		0.8524		1.1351		0.0000		0.1951		0.00033225
75		0.8495		1.1487		0.0000		0.2046		0.00032990
76		0.8496		1.1167		0.0000		0.2067		0.00032754
77		0.8484		1.1450		0.0000		0.2016		0.00032518
78		0.8439		1.1134		0.0000		0.2046		0.00032282
79		0.8434		1.1211		0.0000		0.2041		0.00032045
80		0.8443		1.0929		0.0000		0.2117		0.00031809
81		0.8416		1.2491		0.0000		0.1849		0.00031572
82		0.8403		1.1221		0.0000		0.2103		0.00031335
83		0.8372		1.2012		0.0000		0.1854		0.00031098
84		0.8355		1.1112		0.0000		0.2067		0.00030861
85		0.8349		1.1372		0.0000		0.2082		0.00030624
86		0.8315		1.1333		0.0000		0.2025		0.00030386
87		0.8313		1.1180		0.0000		0.2080		0.00030148
88		0.8311		1.1672		0.0000		0.1942		0.00029910
89		0.8271		1.0934		0.0000		0.2118		0.00029671
90		0.8275		1.1319		0.0000		0.2065		0.00029433
91		0.8267		1.1022		0.0000		0.2111		0.00029194
92		0.8249		1.2644		0.0000		0.1904		0.00028955
93		0.8231		1.1219		0.0000		0.2079		0.00028716
94		0.8209		1.0899		0.0000		0.2060		0.00028477
95		0.8175		1.1517		0.0000		0.2104		0.00028237
96		0.8187		1.1653		0.0000		0.2016		0.00027997
97		0.8152		1.2820		0.0000		0.1879		0.00027757
98		0.8160		1.0837		0.0000		0.2146		0.00027517
99		0.8126		1.1786		0.0000		0.1971		0.00027276
100		0.8096		1.1061		0.0000		0.2111		0.00027035
101		0.8105		1.2025		0.0000		0.2004		0.00026794
102		0.8086		1.0908		0.0000		0.2071		0.00026553
103		0.8063		1.0994		0.0000		0.2036		0.00026312
104		0.8046		1.1125		0.0000		0.2132		0.00026070
105		0.8038		1.1183		0.0000		0.2063		0.00025828
106		0.8040		1.1480		0.0000		0.2030		0.00025586
107		0.8002		1.1292		0.0000		0.2059		0.00025343
108		0.7997		1.0786		0.0000		0.2158		0.00025100
109		0.7979		1.1827		0.0000		0.1963		0.00024857
110		0.7965		1.0995		0.0000		0.2167		0.00024614
111		0.7947		1.0884		0.0000		0.2163		0.00024370
112		0.7934		1.1175		0.0000		0.2055		0.00024126
113		0.7898		1.0889		0.0000		0.2155		0.00023882
114		0.7891		1.0839		0.0000		0.2143		0.00023638
115		0.7882		1.1164		0.0000		0.2081		0.00023393
116		0.7861		1.0998		0.0000		0.2079		0.00023148
117		0.7814		1.0661		0.0000		0.2145		0.00022903
118		0.7836		1.0713		0.0000		0.2151		0.00022658
119		0.7812		1.1448		0.0000		0.2058		0.00022412
120		0.7789		1.1461		0.0000		0.2087		0.00022166
121		0.7789		1.0991		0.0000		0.2190		0.00021919
122		0.7763		1.0908		0.0000		0.2157		0.00021672
123		0.7741		1.1036		0.0000		0.2102		0.00021425
124		0.7745		1.1048		0.0000		0.2105		0.00021178
125		0.7703		1.1111		0.0000		0.2141		0.00020930
126		0.7675		1.1200		0.0000		0.2085		0.00020682
127		0.7655		1.0756		0.0000		0.2173		0.00020434
128		0.7654		1.0955		0.0000		0.2166		0.00020185
129		0.7622		1.0460		0.0000		0.2235		0.00019936
130		0.7628		1.0510		0.0000		0.2234		0.00019687
131		0.7595		1.0888		0.0000		0.2137		0.00019437
132		0.7587		1.1225		0.0000		0.2077		0.00019187
133		0.7554		1.0762		0.0000		0.2235		0.00018937
134		0.7550		1.1107		0.0000		0.2154		0.00018686
135		0.7542		1.1035		0.0000		0.2162		0.00018435
136		0.7530		1.0897		0.0000		0.2193		0.00018183
137		0.7488		1.0441		0.0000		0.2231		0.00017931
138		0.7474		1.1903		0.0000		0.2062		0.00017679
139		0.7444		1.0513		0.0000		0.2234		0.00017426
140		0.7429		1.1198		0.0000		0.2129		0.00017173
141		0.7401		1.0729		0.0000		0.2228		0.00016919
142		0.7377		1.0590		0.0000		0.2225		0.00016665
143		0.7382		1.1830		0.0000		0.2098		0.00016411
144		0.7353		1.0687		0.0000		0.2274		0.00016156
145		0.7330		1.0969		0.0000		0.2182		0.00015901
146		0.7300		1.1536		0.0000		0.2114		0.00015645
147		0.7286		1.1309		0.0000		0.2164		0.00015389
148		0.7256		1.1086		0.0000		0.2144		0.00015132
149		0.7233		1.1821		0.0000		0.2114		0.00014875
150		0.7242		1.1405		0.0000		0.2092		0.00014617
151		0.7198		1.1202		0.0000		0.2138		0.00014359
152		0.7177		1.0476		0.0000		0.2280		0.00014100
153		0.7157		1.0661		0.0000		0.2250		0.00013841
154		0.7140		1.1180		0.0000		0.2132		0.00013581
155		0.7111		1.1607		0.0000		0.2089		0.00013321
156		0.7090		1.2012		0.0000		0.2131		0.00013060
157		0.7060		1.0969		0.0000		0.2201		0.00012798
158		0.7052		1.0931		0.0000		0.2222		0.00012536
159		0.7024		1.0923		0.0000		0.2213		0.00012273
160		0.6999		1.0952		0.0000		0.2231		0.00012010
161		0.6978		1.1634		0.0000		0.2139		0.00011746
162		0.6951		1.0767		0.0000		0.2240		0.00011482
163		0.6930		1.0850		0.0000		0.2240		0.00011216
164		0.6882		1.1264		0.0000		0.2220		0.00010950
165		0.6877		1.1410		0.0000		0.2210		0.00010684
166		0.6858		1.0708		0.0000		0.2259		0.00010416
167		0.6823		1.1108		0.0000		0.2201		0.00010148
168		0.6794		1.0967		0.0000		0.2237		0.00009879
169		0.6762		1.0460		0.0000		0.2326		0.00009609
170		0.6752		1.0967		0.0000		0.2239		0.00009338
171		0.6706		1.0888		0.0000		0.2256		0.00009067
172		0.6693		1.0460		0.0000		0.2259		0.00008794
173		0.6644		1.0575		0.0000		0.2337		0.00008521
174		0.6632		1.0195		0.0000		0.2356		0.00008247
175		0.6601		1.1165		0.0000		0.2167		0.00007971
176		0.6567		1.0162		0.0000		0.2374		0.00007695
177		0.6558		1.0292		0.0000		0.2329		0.00007417
178		0.6518		1.0671		0.0000		0.2265		0.00007138
179		0.6483		1.1216		0.0000		0.2186		0.00006858
180		0.6452		1.0586		0.0000		0.2352		0.00006577
181		0.6435		1.0585		0.0000		0.2323		0.00006295
182		0.6390		1.0554		0.0000		0.2368		0.00006011
183		0.6363		1.0387		0.0000		0.2355		0.00005725
184		0.6337		1.0268		0.0000		0.2368		0.00005438
185		0.6290		1.0376		0.0000		0.2344		0.00005149
186		0.6264		1.0561		0.0000		0.2355		0.00004859
187		0.6237		1.0416		0.0000		0.2359		0.00004566
188		0.6196		1.0281		0.0000		0.2391		0.00004272
189		0.6155		1.0487		0.0000		0.2363		0.00003975
190		0.6122		1.0371		0.0000		0.2408		0.00003675
191		0.6096		1.0567		0.0000		0.2377		0.00003373
192		0.6054		1.0146		0.0000		0.2451		0.00003068
193		0.6028		1.0657		0.0000		0.2332		0.00002759
194		0.5989		1.0631		0.0000		0.2332		0.00002447
195		0.5953		1.0955		0.0000		0.2300		0.00002130
196		0.5914		1.0607		0.0000		0.2395		0.00001808
197		0.5893		1.0413		0.0000		0.2409		0.00001479
198		0.5864		1.0387		0.0000		0.2413		0.00001141
199		0.5827		1.0567		0.0000		0.2379		0.00000792
200		0.5796		1.0490		0.0000		0.2420		0.00000425
